start,end,Fecha,Sede,Genero,Edad,Notas,tecnica_grupo,Tecnica,Descripción,Tecnica_lengua,Lengua,Lengua_nota,Estado,Municipio,Localidad,Manufactura,Mano,Pedal,Telar,Mixta,Otra,Tejido,Telar_pedal,Manufactura_especifique,Tenido,Tipo_tenido,Plantas,Minerales,Animales,Otro,Tenido_especifique,Temporalidad,Historia,Materiales,Aprendizaje,Madre,Abuela,Tia,Hermana,Cunada,Instructora,Aprendi_otro,Padre,Aprendizaje_especifique,Ensenanza,No_ensenado,Hijas,Nietos,Sobrinos,Pareja,Estudiantes,Enseno_otra,Hijos,Ensenar_especifique,pr1,pr8,pr2,pr4,pr10,pr9,pr3,pr5,pr7,pr6,c6,cm7,c3,cm3,c7,cm5,c4,cm4,c1,cm1,c2,cm2,c8,cm8,c5,cm6,Significado,S1,S2,S3,S4,S5,pic,video,index,concat_id,_index
28/11/2025,28/11/2025,28/11/2025,CDMX,hombre,31,,,Pepenado,Pepenado hilvan y telar de cintura,,Náhuatl,,Puebla,Cuetzalan del Progreso,Ixtahuata,se_realiza_a_mano otra,1,0,1,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,Son técnicas con las cuales nuestros antepasados realizaban su propias vestimentas,Hilo de algodón hilado o mercerizado,de_una_maestra_o_instructora,0,0,0,0,0,0,1,0,,s__a_estudiantes,0,0,0,0,0,0,1,0,,Quechquemit,Blusas de laboratorio tradicionales,Rebozos,Fajas o señidor,,,,,,,Fiesta patronales,Bodas,Eventos tradicionales,,,,,,,,,,,,,,Sí,Significados espirituales,Misticos,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617332192/attachments/attjVTFdaPyB3TYFBKGjaWyB/,,037,037-CDMX,37
12/11/2025,12/11/2025,12/11/2025,Tijuana,mujer,36,,Bordado a mano,Pepenado,,Ts'iri k ota,Mazahua,,México,Villa de Allende,San Felipe Santiago,se_realiza_a_mano,1,0,0,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_ te_ido_con_sales_y_minerales__ejem__alum te_ido_con_con_insectos_y_animales__ejem,1,1,1,0,,es_una_t_cnica_antigua,Que las mujeres implementaron está técnica para decorar sus blusas tradicionales y así lucir las en eventos especiales,Tela de algodón y lana,madre otra,1,0,0,0,0,0,1,0,Suegra,a_hijos,0,0,0,0,0,0,0,1,,Blusas,Cuadros,Camisas,Bolsitas,Pulceras,Caminos de mesa,,,,,Fiestas patronales,,Concursos de arte popular,,Mayordomia,,,,,,,,,,,,Sí,Flora y fauna de la comunidad,Elementos como viento y agua,Fertilidad,,,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604520936/attachments/attdX8j2JazKihFEyWZuZ9BE/,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604520936/attachments/attAu5oGA7rbs3oMidwFU4HS/,118,118-Tijuana,108
12/11/2025,12/11/2025,12/11/2025,Tijuana,mujer,52,,Telar de cintura,Telar de cintura,,Jolobil,Mixteco,Tzotzil,Chiapas,Venustiano Carranza,,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,Rescate de técnicas antiguas,"Mechete, Carrizo, madera",madre,1,0,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos,0,1,0,0,0,0,0,0,,Blusas,Camisas,Servilletas,Pantalones,Moños,Bandas,Chales,,,,Bodas,"Camisas, blusas",Convivios familias,Huipiles camisas,Bautizos,"Prendas de bebés, decorativos",,,,,,,,,,,Sí,Muñecos,Palma,Ave,Arco de lluvia,Espina de pescado,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604521013/attachments/attHQDrYS3c3Suhk8i3ogyBd/,,119,119-Tijuana,109
12/11/2025,12/11/2025,12/11/2025,Tijuana,mujer,65,,Telar de cintura,Telar de cintura,,Zeltan,,Tseltan,Chiapas,Oxchuc,Oxchuc,se_realiza_a_mano otra,1,0,1,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,"Lleva generaciones, empezó de algodón a estambre ahora",Hilo y mano,madre,1,0,0,0,0,0,0,0,,si__a_otra_persona,0,0,0,0,0,0,1,0,Nuera,Huipiles,,,,,,,,,,Fiestas,Huipiles,Ceremonia,Huipiles,,,,,,,,,,,,,Sí,significa tradición,,,,,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604521083/attachments/att7w7dz4NNH22HwgGjbytj9/,,120,120-Tijuana,110
12/11/2025,12/11/2025,12/11/2025,Tijuana,mujer,58,,Bordado a mano,Relleno,,centemitoc,Náhuatl,,Puebla,San Gabriel Chilac,,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,es una tecnica que se realiza desde nuestros antepasados con la que unian sus telas,"hilo, aguja, aros y tela",madre,1,0,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos a_hijos,0,1,0,0,0,0,0,1,,falda,vestidos,blusa,,,,,,,,mayordomia,,bodas,,festividad de pueblo,,,,,,,,,,,,Sí,Representa el colorido,,,,,,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604521095/attachments/attzn6WczQsoCHa7wFjACV4F/,121,121-Tijuana,111
12/11/2025,12/11/2025,12/11/2025,Tijuana,,,,Telar de pedal,Telar de pedal,,Nëwëmpits xuy,Mixe,,,,,es_una_t_cnica_mixta,0,0,0,1,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_ te_ido_con_sales_y_minerales__ejem__alum,1,1,0,0,,es_una_t_cnica_antigua,"Antes de la llegada de la máquina  de pedal las mujeres bordaban a mano con la técnica  de nëwëmpits xuy (ida y regreso), después  con la llegada de la máquina  de pedal , se dejó de bordar a mano y el tejido en telar de pedal llego aprox. En los 1987 donde se capacitó a personas de la comunidad de ahi se adoptó el uso del telar de pedal tejiendo gabanes  de lana y rebozos teñidos. .","Algodón  , lana",madre padre otra,1,0,0,0,0,0,1,1,Madrastra,s__a_mis_sobrinas_o_sobrinos s__a_estudiantes si__a_otra_persona,0,0,0,1,0,1,1,0,,Vestido,Blusa,Mañanita,Gabanes,Camisas,,,,,,Fiestas  y eventos de la comunidad,,Temporadas de frio,,,,,,,,,,,,,,Sí,Cosmovisión y espiritualidad de la cultura ayuujk,Leyendas mixes,,,,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604522620/attachments/attWF5EhRi7C7D8bxvGKsnYM/,,123,123-Tijuana,113
12/11/2025,12/11/2025,12/11/2025,Tijuana,mujer,40,,Telar de cintura,Telar de cintura,,,Amuzgo,,Oaxaca,San Pedro Amuzgos,San Pedro amuzgos Oaxaca,otra,0,0,1,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,"El nanche, pericon, sempasuchil",es_una_t_cnica_antigua,Son técnicas que fueron heredadas por nuestros ancestros y que van pasando de generación en generación.,Urdimbre trama hilo y los de algodón aguja capotera y los pasantes Ya está ya y los pasantes .,madre abuela,1,1,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos,0,1,0,0,0,0,0,0,,Huipil de gala,Medía gala,Huipil de uso diario,Huipil de boda,,,,,,,Boda,,Bautizo,,Primeras comuniones,,Eventos políticos,,Confirmaciones,,Regalos para fiestas,,,,,,Sí,La memelitas su significado formas de estrellas o. Cómo el hijo de Dios,Las grecas que son el la serpiente de quetzacoa,,,,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604522656/attachments/attskpcFRoEa8Rg59FGFDDLW/,,124,124-Tijuana,114
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,53,,,Bordado mazahua,Bordado mazahua,Treri,Mazahua,,México,Ixtlahuaca,,se_realiza_a_mano,1,0,0,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,,,madre padre,1,1,0,0,0,0,0,0,,s__a_mis_nietas_o_nietos,0,0,0,1,0,0,0,0,,Kexkemet,Gavan,Camino de mesa,Morrales,,,,,,,Ceremonia mazahua,Tlalmanali,,,,,,,,,,,,,,,Sí,Pedir permiso a los 4 vientos,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617325156/attachments/attKYF66v3LTBqNDW2gA2QJT/,,009,009-CDMX,9
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,24,Técnicas de bordado aprendizaje  Ibeth.vzla123@gmail.com,,Costilla de ratón,Costilla de ratón,Costilla de ratón,Pima (Nevome),,Sonora,Yécora,San Juan Diego Yecora,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,"Historia de mi abuela que bordan en el rancho y como se quedaba sola ella bordaba y pasaban los ratones y así se le quedó, costilla de ratón.",Hilo de algodón,padre abuela,0,1,1,0,0,0,0,0,,s__a_estudiantes,0,0,0,0,0,0,1,0,,Yumare fiesta tradicional,Vestimenta tradicional,,,,,,,,,Eventos del pueblo como fiestas patrias,Vestimenta tradicional,,,,,,,,,,,,,,,Sí,Trabajo y vida en el campo,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617326528/attachments/att3dqhvdwAJYVqpP4b3qWmz/,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617326528/attachments/att55H36NMCAdR2PxX7ErEf4/,010,010-CDMX,10
12/11/2025,12/11/2025,12/11/2025,Tijuana,hombre,27,,Bordado a mano,Relleno,,Indú Maya Indú Manga’ngui Indú ndenañu,Mazateco,Español,Oaxaca,San Bartolomé Ayautla,San Bartolomé Ayautla,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,"Cada punta es inspirada por nuestro entorno, la naturaleza misma, se cuenta que el cielo nos ayuda a elegir los colores que usaremos al bordar, plasmamos nuestra historia, nuestra madre tierra.","Manta, hilos, agujas.",madre,1,0,0,0,0,0,0,0,,no_la_he_ense_ado,1,0,0,0,0,0,0,0,,Huipiles Ceremoniales o de Gala,Huipiles cortos de uso diario,Enaguas antiguas y recientes,Camisas,Pantalones,,,,,,"Se usa en eventos importantes con bodas, bautizos, cumpleaños.",,"Se usa en el día a día, ya que son las mas tradicionales y se adaptan a nuestras actividades cotidianas",,"El uso o de la enagua es en el día a día, solo cambia su uso dependiendo del huipil y el evento",,Son piezas de innovación en para el día a día,,Son piezas de innovación para el día a día,,,,,,,,Sí,"El diseño de la técnica de relleno y punto atrás se inspira y representa los colores de la naturaleza, los diseños de aves representan la fauna pero también a las personas mismas, a familias, padres, madres he hijos. El proceso de crianza y crecimiento representado en las aves que vuelan","La técnica de hilvanado representa al la flor de cacao y al cacao mismo, fruto sagrado desde siempre, también el hilvanado de la flor de elote representa la cosecha del maíz en el campo.","También dibujamos el árbol de la vida, donde de ellas nacen frutos que alimentan al alma y flores que dan esperanza.",,,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604525776/attachments/att6AWMjTLvhg2eaQLgr6NmW/,,125,125-Tijuana,115
12/11/2025,12/11/2025,12/11/2025,Tijuana,hombre,27,,Bordado a mano,Punto atrás,,Indú Maya Indú Manga’ngui Indú ndenañu,Mazateco,Español,Oaxaca,San Bartolomé Ayautla,San Bartolomé Ayautla,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,"Cada punta es inspirada por nuestro entorno, la naturaleza misma, se cuenta que el cielo nos ayuda a elegir los colores que usaremos al bordar, plasmamos nuestra historia, nuestra madre tierra.","Manta, hilos, agujas.",madre,1,0,0,0,0,0,0,0,,no_la_he_ense_ado,1,0,0,0,0,0,0,0,,Huipiles Ceremoniales o de Gala,Huipiles cortos de uso diario,Enaguas antiguas y recientes,Camisas,Pantalones,,,,,,"Se usa en eventos importantes con bodas, bautizos, cumpleaños.",,"Se usa en el día a día, ya que son las mas tradicionales y se adaptan a nuestras actividades cotidianas",,"El uso o de la enagua es en el día a día, solo cambia su uso dependiendo del huipil y el evento",,Son piezas de innovación en para el día a día,,Son piezas de innovación para el día a día,,,,,,,,Sí,"El diseño de la técnica de relleno y punto atrás se inspira y representa los colores de la naturaleza, los diseños de aves representan la fauna pero también a las personas mismas, a familias, padres, madres he hijos. El proceso de crianza y crecimiento representado en las aves que vuelan","La técnica de hilvanado representa al la flor de cacao y al cacao mismo, fruto sagrado desde siempre, también el hilvanado de la flor de elote representa la cosecha del maíz en el campo.","También dibujamos el árbol de la vida, donde de ellas nacen frutos que alimentan al alma y flores que dan esperanza.",,,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604525776/attachments/att6AWMjTLvhg2eaQLgr6NmW/,,126,126-Tijuana,115
12/11/2025,12/11/2025,12/11/2025,Tijuana,hombre,27,,Bordado a mano,Hilván,,Indú Maya Indú Manga’ngui Indú ndenañu,Mazateco,Español,Oaxaca,San Bartolomé Ayautla,San Bartolomé Ayautla,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,"Cada punta es inspirada por nuestro entorno, la naturaleza misma, se cuenta que el cielo nos ayuda a elegir los colores que usaremos al bordar, plasmamos nuestra historia, nuestra madre tierra.","Manta, hilos, agujas.",madre,1,0,0,0,0,0,0,0,,no_la_he_ense_ado,1,0,0,0,0,0,0,0,,Huipiles Ceremoniales o de Gala,Huipiles cortos de uso diario,Enaguas antiguas y recientes,Camisas,Pantalones,,,,,,"Se usa en eventos importantes con bodas, bautizos, cumpleaños.",,"Se usa en el día a día, ya que son las mas tradicionales y se adaptan a nuestras actividades cotidianas",,"El uso o de la enagua es en el día a día, solo cambia su uso dependiendo del huipil y el evento",,Son piezas de innovación en para el día a día,,Son piezas de innovación para el día a día,,,,,,,,Sí,"El diseño de la técnica de relleno y punto atrás se inspira y representa los colores de la naturaleza, los diseños de aves representan la fauna pero también a las personas mismas, a familias, padres, madres he hijos. El proceso de crianza y crecimiento representado en las aves que vuelan","La técnica de hilvanado representa al la flor de cacao y al cacao mismo, fruto sagrado desde siempre, también el hilvanado de la flor de elote representa la cosecha del maíz en el campo.","También dibujamos el árbol de la vida, donde de ellas nacen frutos que alimentan al alma y flores que dan esperanza.",,,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604525776/attachments/att6AWMjTLvhg2eaQLgr6NmW/,,127,127-Tijuana,115
12/11/2025,12/11/2025,12/11/2025,Tijuana,mujer,59,,,Cadeneta o cadenilla,,Cadeneta o cadenilla,,,Oaxaca,Santiago Pinotepa Nacional,,se_realiza_a_mano otra,1,0,1,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,Uso para bodas y  fiestas importados en la comunidad  la historia cuenta que el telar de cintura del huipil lo realizaba la mujer y el hombre lo bordaba para su boda,"Agujas, hilos ,listones,y telar de cintura",de_una_maestra_o_instructora,0,0,0,0,0,1,0,0,,s__a_mis_hijas_o_hijos,0,1,0,0,0,0,0,0,,bordar el cuello del huipil de tres lienzos,Bordar el cuello del huipil es de una pieza,Bordado en tiras para camisa con los diseños tradicional,,,,,,,,Los huipiles de tres lienzos son utilizados para ceremonias de boda de la raza Mixteca de Santiago pinotepa nacional Oaxaca,,Los huipiles se utilizan de mortaja al momento de morir la persona,,,,,,,,,,,,,,Sí,En el cuello bordado se representa el azul el mar que es parte de nuestra región,En el cuello bordado se representa la flora y la fauna de la costa,En el cuello bordado se representa el sol representa los cuartos puntos cardinales,En el cuello bordado se representa el ave de dos cabezas representa al hombre y la mujer que se unen en matrimonio,El tamisado que se le realiza al cuello representa las estrellas,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604528760/attachments/attVRds3ajZykS5LigwgXy3B/,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604528760/attachments/attZypsLYtroq6oiv9DdpE9i/,128,128-Tijuana,116
12/11/2025,12/11/2025,12/11/2025,Tijuana,mujer,59,,,Cadeneta o cadenilla,,Cadeneta o cadenilla,,,Oaxaca,Santiago Pinotepa Nacional,,se_realiza_a_mano otra,1,0,1,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,Cuenta la historia que el el telar de cintura lo realizaba la mujer y el bordado lo realizaba el hombre para su boda,"Hilo de algodón, aguja,tijeras , listo y el telar de cintura donde se bordara el cabello",de_una_maestra_o_instructora,0,0,0,0,0,1,0,0,,s__a_mis_hijas_o_hijos,0,1,0,0,0,0,0,0,,Huipil de tres lienzos,Huipil de un lienzo o de una sola pieza,Blusas con cuellos bordados,Blusones bordados con cuellos,,,,,,,El huipil de tres lienzos se considera como huipil de gala que es utizado para bodas por la raza Mixteca de Santiago pinotepa nacional Oaxaca,,Fiestas importantes de la comunidad,,La raza Mixteca lo utiliza de mortaja al momento de morir,,,,,,,,,,,,Sí,El azul del cuello donde está montado el cuello representa el mar de nuestra comunidad,La flora y la fauna que son representativo de nuestra comunidad están plasmada en el cuello,Sol representa los cuatro puntos cardinales,El tapizado del cuello representa las estrellas,El ave de dos cabezas representa la unión del hombre y la mujer cuando se casan,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604538719/attachments/attajX8q2H8HZpWNcWssxajh/,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604538719/attachments/attA4sqfkh93BYZEuMsmRJQh/,129,129-Tijuana,117
27/11/2025,27/11/2025,28/11/2025,CDMX,mujer,52,,,Punto de Cruz,Punto de cruz,Xokbichuy,Maya Yucateco,,Yucatán,Abalá,,se_realiza_a_mano se_realiza_con_tejido_a_mano otra se_realiza_con_telar_de_pedal,1,0,1,0,0,1,1,,Sí,te_ido_con_plantas__ejem__muicle__peric_ te_ido_con_con_insectos_y_animales__ejem,1,0,1,0,añil,es_una_t_cnica_antigua,es tradicional,hilo,madre padre t_a,1,1,0,1,0,0,0,0,,s__a_mis_hijas_o_hijos a_hijos s__a_mis_sobrinas_o_sobrinos,0,1,1,0,1,0,0,0,,blusa,pantalón,,,,,,,,,bautizo,vestido,,,,,,,,,,,,,,,Sí,es tradicional,,,,,,,001,001-CDMX,1
28/11/2025,28/11/2025,28/11/2025,CDMX,hombre,30,,,Punto de Cruz,Punto de cruz,Xokbichuy,Maya Yucateco,,Tamaulipas,Bustamante,,se_realiza_a_m_quina_de_pedal se_realiza_con_telar_de_pedal,0,1,0,0,0,0,1,,No,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,002,002-CDMX,2
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,49,Artesana textil,,Contabilidad y vuelta por hilo,Puntada de contado,Mopopohua,Náhuatl,,Puebla,Tlaola,Chicahuaxtla,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,,Es la técnica más antigua del pueblo,Hilo de estambre y Cuadrille y aguja y aros y tela popelina,madre,1,0,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos,0,1,0,0,0,0,0,0,,Blusas,Servilletas,Morrales,Playeras,,,,,,,En eventos en la escuela,,El 10 de mayo,En graduaciones,Carnaval,,,,,,,,,,,,Sí,Tiene un significado corazones de mariposas estrellas es la flora y fauna,Símbolos de la comunidad,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617320899/attachments/attNxg8koDMmwF2bahShac5h/,,003,003-CDMX,3
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,37,,,Bordado tradicional,Bordado,,,Totonaca,Veracruz de Ignacio de la Llave,Papantla,El Tajín,se_realiza_a_mano,1,0,0,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,"Palo Brasil ,flor de sempasuchilt,añil,mohuite ,zapote ,caoba,resina de plátano ,",es_una_t_cnica_antigua,Se utilizaban en algunos trajes,Hilo y materiales naturales,madre,1,0,0,0,0,0,0,0,,s__a_estudiantes,0,0,0,0,0,0,1,0,,Huipiles Trajes tradicionales Accesorios como aretes,,,,,,,,,,Evento,,,,,,,,,,,,,,,,Sí,Es diseñado con flores y aves,,,,,,,004,004-CDMX,4
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,37,,,Apliqué,Apliqué,Apliqué,Tarahumara,,Chihuahua,Bocoyna,,otra_1,0,0,0,0,1,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,Los picos son las montañas  y las rayas son los ríos o caminos,Aplicación de tela industrializada,madre,1,0,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos a_hijos s__a_una_pareja s__a_estudiantes,0,1,1,0,0,1,1,0,,Traje tradicional de mijere8,Traje tradicional de hombre,,,,,,,,,Se utiliza a diario,,Se utillza a diario,,,,,,,,,,,,,,Sí,"Representa las montañas, los ríos y los caminos que recorremlps",,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617322848/attachments/attU7MmC9Qmya8Hu7Vz4tFX5/,,005,005-CDMX,5
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,35,,,Bordado de manta,Bordado de manta,Luchvil manta,Tsotsil,,Chiapas,Chamula,,se_realiza_a_mano,1,0,0,0,0,0,0,,No,otro,0,0,0,1,,es_una_t_cnica_antigua,Herencia de nuestros ancestros,Manta de algodon,abuela,0,0,1,0,0,0,0,0,,s__a_mis_hijas_o_hijos,0,1,0,0,0,0,0,0,,Mantas como camisas para hombres para las fiestas tradicionales,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,"Bordados a manos, con diseños de flores, que nos representa el paisaje de nuestros pueblos",,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617323478/attachments/attkGSxTegZFSAqT3bw2hs5k/,,006,006-CDMX,6
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,31,,,Telar de cintura,Telar de cintura,Njon chuee,,Ñomndaa,Guerrero,Tlacoachistlahuaca,Huehuetonoc,se_realiza_con_tejido_a_mano otra,0,0,1,0,0,1,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,"Hiervas, flores, cáscara y agua",es_una_t_cnica_antigua,Es una técnica que nuestro antepasados nos lo dejaron como esencia sus saberes,"Hiervas, flores, cascara y agua",abuela,0,0,1,0,0,0,0,0,,no_la_he_ense_ado,1,0,0,0,0,0,0,0,,"Huipil, blusa",Camisas,,,,,,,,,Ceremonia de indígenas,,En los eventos de los indígenas,,En las fiestas de los indígenas,,Nuestras tradiciones nuestra cultura,,,,,,,,,,Sí,Nuestra cultura y nuestra tradiciones,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617324442/attachments/attJVZixEhXg3fVdg34rHDku/,,007,007-CDMX,7
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,32,,,Ita'a Kaxií,Ita'a Kaxií,,,,Guerrero,Cochoapa el Grande,Cahuañaña,se_realiza_a_mano,1,0,0,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,,,madre,1,0,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos,0,1,0,0,0,0,0,0,,,,,,,,,,,,"En eventos cul, ceremonias del pueblo",,,,,,,,,,,,,,,,Sí,,,,,,,,008,008-CDMX,8
28/11/2025,28/11/2025,28/11/2025,CDMX,hombre,29,,,Telar de cintura,Telar de cintura doble peine,Joparakua,Purépecha,,Michoacán de Ocampo,Pátzcuaro,Cuanajo,se_realiza_con_tejido_a_mano otra,0,0,1,0,0,1,0,,Sí,te_ido_con_con_insectos_y_animales__ejem,0,0,1,0,,es_una_t_cnica_antigua,Es una tecnica enseñada a la llegada de los españoles con dibujos y grecas antiguas,Algodón lana y estambres,de_una_maestra_o_instructora,0,0,0,0,0,0,1,0,,si__a_otra_persona,0,0,0,0,0,0,0,1,Personas de la comunidad,Camisas hombre,Camisas mujer (guanengo),Sombreros,Llaveros,Pulceras,Morrales,Fajas,Rebozos,Faldas y vestidos,Gabanes,Bodas,Fiestas tradicionales,Eventos culturales,,,,,,,,,,,,,,Sí,Flora,Fauna,Personas,Cielo,Tierra,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617326650/attachments/attaEfXGGC3UuZNyXgBSeegE/,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617326650/attachments/attozswKzrLGK5dchAvf85DZ/,011,011-CDMX,11
28/11/2025,28/11/2025,28/11/2025,CDMX,hombre,22,,,Telar de cintura,Telar de cintura,,Mixteco,,Oaxaca,San Juan Colorado,,otra,0,0,1,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,Ninguna,"Tinas, leña, agua , plantas",madre abuela,1,0,1,0,0,0,0,0,,si__a_otra_persona,0,0,0,0,0,0,0,1,,Telar de cintura,,,,,,,,,,En ninguna,,,,,,,,,,,,,,,,No,,,,,,,,012,012-CDMX,12
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,40,Tejido en telar de cintura,,Brocado,Brocados,Ljei,Amuzgo,,Guerrero,Xochistlahuaca,,otra,0,0,1,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,Todo empezó porque antes no había variedad de colores porque se trabajaba con algodon naturales,"Ollas, fierros oxidados",madre t_a,1,0,0,1,0,0,0,0,,s__a_estudiantes,0,0,0,0,0,0,1,0,,En los huipiles,Rebosos,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617326780/attachments/attdcnLSqaQMDCE6UYna39hr/,,013,013-CDMX,13
28/11/2025,28/11/2025,28/11/2025,CDMX,hombre,21,,,Jaspeado,Jaspe,Ikat,,Malayo,México,Tenancingo,Tenancingo de Degollado,se_realiza_con_telar_de_pedal,0,0,0,0,0,0,1,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,"La técnica del jaspe existía en la región desde la época prehispánica y se tejían los rebozos en telar de cintura, con la llegada de los españoles en la época colonial, se implementaron los telares de pedal para obtener una mayor producción de rebozos y con el tiempo se ha estado heredando desde hace 4 o más generaciones",Hilo de algodón,de_una_maestra_o_instructora,0,0,0,0,0,0,1,0,,s__a_estudiantes,0,0,0,0,0,0,1,0,,Rebozo de algodón,,,,,,,,,,La procesión del señor del rebozo,,La feria del rebozo,,,,,,,,,,,,,,Sí,"Similitudes con distintos animales de la región, y símbolos",,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617326892/attachments/attfyNA5ajQdMs2akruUaYbW/,,014,014-CDMX,14
